Date,Open,High,Low,Close,Volume,Dividend
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,0.0
2015-01-01,200.52453224048696,201.8141452139121,199.9249591689546,200.8865203857422,2963643,0.0
2015-01-02,200.93176156927677,202.73045051226282,200.0720246527019,200.35482788085938,7331366,0.0
2015-01-05,200.23039735712194,201.56527392226474,197.76427765703176,198.16021728515625,10103941,0.0
2015-01-06,196.83665893385253,197.51540176312787,188.23918431680372,189.16680908203125,18627980,0.0
2015-01-07,189.3930828091902,194.3026830389008,189.37045854972976,193.28456115722656,20720312,0.0
2015-01-08,194.59680034100475,195.23030981813153,190.08313971008323,190.5130157470703,19872227,0.0
2015-01-09,191.94966666858855,195.0266562865875,191.18042681557657,194.64202880859375,13392787,0.0
2015-01-12,194.68731237943388,194.8004336777975,190.41120647747067,192.3795623779297,10100113,0.0
2015-01-13,192.9904211971353,193.43160933790975,190.16231338867578,190.76187133789062,9948711,0.0
2015-01-14,190.72792952390134,191.63293003805038,188.05819159983986,188.90663146972656,11380041,0.0
2015-01-15,190.04918728481218,197.0855277917632,190.04918728481218,195.5357208251953,16927085,0.0
2015-01-16,194.57417019026616,197.96791476106495,192.7754962908562,196.768798828125,19136963,0.0
2015-01-19,196.88192085950323,200.4566444126936,194.2913676794596,199.0199737548828,13339962,0.0
2015-01-20,199.4385450441612,204.87983058542864,198.8389719502457,204.314208984375,13361320,0.0
2015-01-21,204.75538163370462,206.20336436496567,201.8254495779184,205.15130615234375,17084297,0.0
2015-01-22,204.78932875543396,205.25314117598467,198.98604008816721,199.94760131835938,23721627,0.0
2015-01-23,201.36164545655745,203.12638297822713,198.4204162537747,200.6602783203125,18080494,0.0
2015-01-27,202.01776232908767,202.87751437484488,199.2122787053705,201.14671325683594,17939876,0.0
2015-01-28,200.47928023767454,205.84139608276053,200.47928023767454,205.1739501953125,19298126,0.0
2015-01-29,205.23050274984857,211.42973108776454,205.18525423085447,210.27586364746094,36117653,0.0
2015-01-30,210.41160113880127,210.6944194746502,205.66037089975498,207.07443237304688,21746801,0.0
2015-02-02,207.25542051788926,208.12648465619097,204.91374940473344,205.4454345703125,19302710,0.0
2015-02-03,206.6106034595223,212.8663917065286,206.6106034595223,212.13108825683594,17092333,0.0
2015-02-04,212.47046520942908,213.53383555158112,209.48398760990224,210.14010620117188,14072894,0.0
2015-02-05,211.76911127980156,212.65147250814937,207.6061266850052,208.9862518310547,12365643,0.0
2015-02-06,209.0767336640302,210.4115950907724,204.3028793035728,205.86399841308594,9045844,0.0
2015-02-09,203.8956242398721,207.6966052394226,201.81413212771753,202.87750244140625,8839692,0.0
2015-02-10,203.17163803117865,204.64224501906216,194.86829363019504,199.55165100097656,13651008,0.0
2015-02-11,200.45664466900067,204.6988291795341,199.77790179262507,203.7825164794922,9781008,0.0
2015-02-12,205.43412644804164,206.780300030244,200.73945689819914,205.69430541992188,8709626,0.0
2015-02-13,206.7916168250783,208.33011174157548,205.6716858018518,207.58349609375,7393680,0.0
2015-02-16,207.85499253411626,209.09937211638916,203.6241351809377,204.2576446533203,12266698,0.0
2015-02-18,203.62412116415567,205.43412221269406,202.35713251255956,203.9974365234375,9835036,0.0
2015-02-19,205.19655526271796,205.34362804447147,200.80732833386173,204.0879364013672,9550637,0.0
2015-02-20,202.5494338465994,202.71913088018928,197.13077316589386,197.53802490234375,18717199,0.0
2015-02-23,196.82534849550217,198.36384333058834,191.6555545726959,192.63973999023438,14104463,0.0
2015-02-24,193.27323871628914,193.85017240472797,189.37044844673804,190.3772430419922,19946218,0.0
2015-02-25,192.04018724351673,193.7823004452897,190.28674680959324,190.76187133789062,15274116,0.0
2015-02-26,191.42930342747184,192.31167971531406,189.27993845711757,190.50169372558594,21459750,0.0
2015-02-27,191.7573814584591,194.80043502332316,191.08995069052634,193.56736755371094,18659378,0.0
2015-03-02,196.61040327549617,198.08102533984888,193.56734998679977,195.5357208251953,14579511,0.0
2015-03-03,196.61040454410238,205.08343078341372,196.24841641735435,203.8051300048828,20636925,0.0
2015-03-04,204.98162200859272,205.80743763024293,199.11046093411161,200.8751983642578,14476047,0.0
2015-03-05,201.92726252904208,203.34132400250232,198.6805907974204,200.21908569335938,10716702,0.0
2015-03-09,200.25301510564208,201.75757356122213,195.51309716045793,196.75746154785156,14065391,0.0
2015-03-10,196.59908884425218,198.14889579267043,193.53341133368193,194.38185119628906,15234060,0.0
2015-03-11,194.78911055740346,196.74615421760413,192.85467605262278,193.65786743164062,11635873,0.0
2015-03-12,194.12169216704183,196.24843300333228,193.57867972507512,195.43392944335938,11782380,0.0
2015-03-13,196.61039491231702,196.74614045319746,191.6329224865904,192.33428955078125,12936157,0.0
2015-03-16,192.65104784301167,193.2053572482559,190.11705551776282,190.52430725097656,13839990,0.0
2015-03-17,192.43610716208934,194.5515356789958,190.27543012956784,193.86148071289062,19070082,0.0
2015-03-18,193.8954329759339,197.3457382949256,193.37505990077648,196.53123474121094,9269885,0.0
2015-03-19,198.09235215777863,198.35253114149296,193.23931257822798,193.703125,13934612,0.0
2015-03-20,194.09904051107964,194.83435911506308,191.99492406788605,193.2393035888672,10405717,0.0
2015-03-23,193.7822917642124,195.47915637327182,189.61930759074897,190.49037170410156,13251683,0.0
2015-03-24,190.5243205265974,193.2845556165324,190.5243205265974,191.84786987304688,9238431,0.0
2015-03-25,192.08544650541063,192.19856780348175,190.2754453243647,191.15782165527344,10264941,0.0
2015-03-26,190.29806449397003,192.14200201511647,186.45183474159026,187.62832641601562,20621346,0.0
2015-03-27,188.66905268544554,188.91793461133577,181.32726996779732,183.64633178710938,23326922,0.0
2015-03-30,184.75496087995097,185.0038277167566,180.19603698804607,183.431396484375,17330588,0.0
2015-03-31,185.07169759351282,188.44281768739822,185.07169759351282,186.88169860839844,20235395,0.0
2015-04-01,186.63282201681227,189.8229330387737,183.96308403608518,189.15550231933594,14588531,0.0
2015-04-06,189.14419227493124,189.59669254659747,185.84095992563692,186.57626342773438,12334096,0.0
2015-04-07,186.89302362711553,189.1668220783386,186.89302362711553,188.4315185546875,21275454,0.0
2015-04-08,188.5785858540998,196.72354608920975,188.44284029259234,195.9090576171875,24821205,0.0
2015-04-09,195.81854131820907,203.3978791986628,194.30267072152313,202.5155029296875,27276420,0.0
2015-04-10,202.4815662217656,205.61511657128966,201.15801692337618,204.60830688476562,25323219,0.0
2015-04-13,205.16262260415377,209.2237978618573,203.3413244711113,208.71473693847656,20177342,0.0
2015-04-15,208.37535675193695,212.58358966678955,205.2531335566048,208.9749298095703,22231264,0.0
2015-04-16,209.16723540278304,212.22160091660237,207.9228709799572,210.03829956054688,20177302,0.0
2015-04-17,211.55414801722998,213.64695226941063,208.73735241462617,209.69891357421875,23958678,0.0
2015-04-20,212.0632024332647,212.09713881882587,198.75976171890898,200.37744140625,37628162,0.0
2015-04-21,201.39558896067965,202.60603217624163,197.39098923098754,198.2959747314453,17707007,0.0
