Date,Open,High,Low,Close,Volume,Dividend
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,0.0
2015-01-01,377.5085802898607,380.01067812271145,375.19823677898006,378.55352783203125,2002764,0.0
2015-01-02,378.0933115144468,387.114259165736,378.0933115144468,385.99261474609375,6778320,0.0
2015-01-05,385.3599529005869,389.21373943275927,379.1478668612224,382.67572021484375,9937024,0.0
2015-01-06,379.62717800440583,380.5858324943159,370.8267251061008,374.6805114746094,9667316,0.0
2015-01-07,376.75123654043585,378.6206129049495,373.8752729027226,376.4732360839844,7249916,0.0
2015-01-08,380.7009037283221,382.8866408608368,373.87528777097236,378.3713684082031,13564920,0.0
2015-01-09,379.6463980505444,404.3605188428267,366.7908536351046,397.7362060546875,44863328,0.0
2015-01-12,401.1010775902104,406.3161491606885,397.8416520074984,405.6930236816406,12758888,0.0
2015-01-13,404.1303948782628,404.1303948782628,397.84161208204546,400.50665283203125,8801236,0.0
2015-01-14,402.34732239833926,408.962038920971,401.21612873123445,408.12799072265625,9921260,0.0
2015-01-15,409.3838256746897,412.7583083814776,404.9836106949952,409.2016906738281,8342452,0.0
2015-01-16,411.8380146641116,414.1387856957547,404.93570156918236,406.14361572265625,6690960,0.0
2015-01-19,406.4695796717078,408.8374754279533,401.59963267672356,403.1142883300781,4087744,0.0
2015-01-20,403.9770483297767,408.96205224841657,402.9129323622057,407.2748107910156,6804504,0.0
2015-01-21,408.67444730397807,417.1968771551884,406.08607993892826,416.0368957519531,8494908,0.0
2015-01-22,416.97639435655725,422.3831966816793,414.38802705959733,421.1273498535156,9958396,0.0
2015-01-23,421.8079527424969,426.6012249327526,415.11656348861953,424.6935119628906,9486328,0.0
2015-01-27,425.83441242099286,425.83441242099286,408.40608891641097,409.6331481933594,13739968,0.0
2015-01-28,412.22156010244447,413.14187806360616,408.4444695880201,411.1766357421875,13134356,0.0
2015-01-29,411.26283814984305,412.20230096781404,407.9267387459173,411.35870361328125,15369424,0.0
2015-01-30,414.42634035990426,414.6276671667694,407.8020284028856,410.66839599609375,10833744,0.0
2015-02-02,410.59175586412766,412.6049304784509,407.62952257919875,409.7002258300781,8702540,0.0
2015-02-03,409.7002354677483,410.29457323466045,403.0183941764475,406.64208984375,5265956,0.0
2015-02-04,410.2849423238397,412.22144317596883,407.6965751225022,410.8505859375,5160016,0.0
2015-02-05,412.37489373783035,425.6426647362145,411.83803777179673,420.61932373046875,11875936,0.0
2015-02-06,422.76671439749964,430.9728078302067,419.6031539496272,427.6558532714844,7453728,0.0
2015-02-09,421.80806121135186,432.1615318047214,421.80806121135186,431.1836853027344,6536868,0.0
2015-02-10,430.05235578874095,440.5975539913182,429.66889403591995,436.8204650878906,8516920,0.0
2015-02-11,437.242306861945,439.67727987112045,432.59283264953444,438.07635498046875,5796972,0.0
2015-02-12,437.72161630139414,445.189525010029,435.80430742578574,443.12841796875,6287536,0.0
2015-02-13,440.90445667930055,446.1003366945141,438.29689735886666,440.2333984375,5657516,0.0
2015-02-16,437.20399158070916,442.3040055628472,434.3184321015861,436.90679931640625,6244276,0.0
2015-02-18,439.169268979503,441.9301755088828,432.9571590744382,440.31005859375,8613764,0.0
